 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
4.183123662111505,3.3374786664224385,3.6152558576540357,2.7175692796483117,2.686844373841328,5.330149262404579,3.3075053515539783,95.02210023149536,1.0,95.04210023149537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94147121782988,1.0,36.159370986334515,1.0,0.0,0.0,31.152073546363823,1.0,0.0,0.0,90.14961086196497,1.0,2.98,35.64108207979485,29.295676959736234,69.23492536879772,29.255676959736235,84.7257675729621,22.08648719985346,82.01750535155398,21.976487199853462,68.19140728973555,31.888710008621867,30.988710008621865,1
4.709452799614533,3.9729738323078023,3.5770341165393686,2.8583822453851098,2.849444850767362,5.404591586922693,3.04323550922978,88.25279100882288,1.0,88.26279100882289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97216495500036,1.0,37.210325267699346,1.0,0.0,0.0,32.29814441500464,1.0,0.0,0.0,0.0,0.0,2.98,39.197391179627395,26.989730374230852,69.80615369960739,26.9464869161539,84.34540046423014,25.644465040402615,83.63760516346635,25.521221582325666,67.69946869730887,43.92961177655795,28.359730374230853,1
1.544267285381058,3.609524956700549,2.9827455704061085,3.8498309205583388,2.6782729584008576,5.3877294728933425,2.922069252639464,97.07654996895872,1.0,97.09654996895871,1.0,0.0,0.0,37.0730515342639,1.0,0.0,0.0,0.0,0.0,50.14437197477166,1.0,35.7690499134011,1.0,0.0,0.0,30.804778575863043,1.0,0.0,0.0,94.35851048005058,1.0,2.98,34.539995947843,28.024847018071103,86.46301528708138,28.102508048756384,85.15078100715724,22.049186797817228,82.6708494493653,21.936847828502504,69.30000405215699,31.092508048756383,30.192508048756384,1
2.3880279042418917,2.895303592630936,4.148503832366581,3.6933998801321772,2.0343544910723153,5.5,3.8966685031271724,119.81863784419453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88591904196509,1.0,0.0,0.0,34.85687089821447,1.0,0.0,0.0,30.09884299397257,1.0,0.0,0.0,63.73812107971807,1.0,2.99,21.855443113840394,27.903331496872827,71.77000275469075,27.863331496872828,85.48360227521947,18.594967185715706,80.81333425156359,18.484967185715703,68.15741796428925,30.34809353281048,29.448093532810482,1
1.4684113648445494,2.0372224010071296,3.5156337658516783,2.8742671703173563,3.4585992445239655,5.5,4.221482739336143,121.23880762016842,1.0,0.0,0.0,0.0,0.0,35.322958646683944,1.0,0.0,0.0,49.774318410229924,1.0,0.0,0.0,29.375958087432107,0.8571916570595887,0.0,0.0,29.77275368703367,1.0,0.0,0.0,67.4196961743846,1.0,2.99,21.021291443662555,26.091475907347803,87.62273319106865,26.160047823918397,83.97712675317034,18.81381967508093,77.90808664753244,18.702391591651526,69.37558935792745,28.97575332564767,28.07575332564767,1
4.206902436862165,1.2163414562072161,5.180213410129509,3.9534908432978733,1.587530497715078,5.275106705064755,2.7604939004569844,93.92759757791305,1.0,93.94759757791304,1.0,0.0,0.0,34.5847926746383,1.0,0.0,0.0,0.0,0.0,48.92718292718964,1.0,36.26123475114246,1.0,0.0,0.0,31.370493900456985,1.0,0.0,0.0,113.83309756313784,1.0,2.98,36.228631088461604,26.347115846991674,89.15365854379279,26.415320115194266,85.8127499926124,23.13123475114246,82.9054207354912,23.01303048293987,68.4759146359482,29.513524383396856,28.613524383396854,1
3.850635146485046,3.2218852943975387,3.9755125011895385,2.8319469128702774,2.9642007348043076,5.5,4.133975589270893,95.44713117663852,1.0,95.46153691191866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.967622941120496,1.0,35.88915985303914,1.0,0.0,0.0,30.685389264244062,1.0,0.0,0.0,89.99950823551802,1.0,2.98,35.41643441168074,29.167479559117417,69.86606588414425,29.127479559117415,84.55342220631618,22.117827941596307,82.53069676495778,22.007827941596307,69.77438559022252,31.763073823837292,30.863073823837293,1
0.988222892760851,3.072299201963687,3.81543549251539,3.02,3.647212599754539,5.152961845398582,3.1353664588950365,97.72578438282163,1.0,97.74578438282164,1.0,0.0,0.0,35.34526104736227,1.0,0.0,0.0,49.450417923926594,1.0,0.0,0.0,36.77839609717915,1.0,0.0,0.0,3.8582704372866874,0.1324046134964546,0.0,0.0,80.82146459484531,1.0,2.97,34.192473647116806,27.45627134036858,88.95324046134965,27.51627134036858,85.9714633541105,24.61543301104574,83.35846637153432,24.602192549696095,59.07401347925661,30.397595386503546,29.497595386503544,1
1.3440270267797125,2.6598972970170074,3.444368468350307,3.3551531527684415,3.069829730067726,5.5,4.19651891905082,120.87880630706199,1.0,0.0,0.0,0.0,0.0,22.00417478456293,0.6177477480225416,0.0,0.0,50.14904414394354,1.0,0.0,0.0,34.721057657333404,1.0,0.0,0.0,29.508225225197744,1.0,0.0,0.0,62.697849549299484,1.0,2.99,21.231603603163933,26.99832702647469,80.64703604078997,27.026279278757173,84.11730360346895,18.015733332926636,80.4597612614124,17.909555855446413,69.46488017985318,29.701603603163935,28.801603603163933,1
4.282324743713987,2.7236646686333406,4.682262618345235,3.791561593201183,3.0812333202696385,5.413291916420833,3.380079771456539,93.2105146490378,1.0,93.2305146490378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.272367038625976,0.3806565458630886,0.0,0.0,80.09155240609579,1.0,2.98,36.606645958210414,32.04205859615119,74.51341616715834,32.04205859615119,63.72670808357917,31.586362164559837,62.641233320269635,31.540683379056265,63.06643202078799,34.38347829252709,33.48347829252709,1
1.1509432429248114,4.061131079011274,3.36624268130796,3.172767116745613,3.122594933666356,5.089088063089599,2.48624268130796,97.89462229658082,1.0,97.91462229658083,1.0,0.0,0.0,36.36842657429448,1.0,0.0,0.0,50.366587047466474,1.0,0.0,0.0,36.09427793042231,1.0,0.0,0.0,16.91350221112146,0.5455968455200472,0.0,0.0,73.70551105246182,1.0,2.97,34.10177691479918,28.244716214624056,87.91973389887751,28.310172183079256,84.96427793042231,22.05094730541731,82.05234448555107,21.985475683954906,61.87034030366601,31.173804277713657,30.273804277713655,1
3.7581526639703458,2.779554594472987,4.954179180466871,4.470434068326939,3.0811520393783707,5.5,4.282537541400612,93.51686688746993,1.0,93.53686688746993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7630107126081,1.0,0.0,0.0,80.57998981743934,1.0,2.98,36.44337791237401,32.15962146303401,74.52024479984395,32.15962146303401,64.99183599882959,30.26736782435789,62.84557601968918,30.14956593167306,74.18297670100787,34.50423471182782,33.60423471182782,1
1.0559429443715365,3.4229952439632543,5.199286846675416,3.1226148955234763,2.1740174303951587,5.230475435549724,3.638858954680665,97.78576862360747,1.0,97.80576862360746,1.0,0.0,0.0,34.34211568819627,1.0,0.0,0.0,0.0,0.0,49.90066560976961,1.0,33.23078446865704,1.0,0.0,0.0,24.25121236065179,1.0,24.211212360651793,1.0,77.03953248277195,1.0,2.970023771777486,34.16228209063867,27.78301901574074,91.00938193378536,27.853019015740742,85.37175911153398,15.063613310177894,80.08235340597113,14.80358953840041,80.84068938154711,30.703114102850684,29.803114102850685,1
4.046788672237596,4.49174340245547,4.355871701227735,4.360749052580842,2.2193886859934264,5.053960380343246,3.116728312528095,86.12753772481844,1.0,86.14562640393395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.365472333995946,0.19113208844889684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,40.304098118917516,29.124769792633586,74.91836415626405,29.11903582998012,71.46560779944656,36.72866981326734,61.8571415282509,36.72866981326734,57.03009439802004,45.328364156264044,30.349173568554388,1
1.8290892294970194,2.7585276393344667,3.5866682786765938,3.346668278676594,2.641646950835747,5.5,4.019613000007661,120.65382250821192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18284093443489,1.0,0.0,0.0,34.53200096720596,1.0,0.0,0.0,29.7817555737617,1.0,0.0,0.0,60.721930163931916,1.0,2.99,21.366352081958297,27.672317163924255,69.89839086881616,27.632317163924256,84.66744227866127,18.179018426222978,80.94775363934978,18.06901842622298,68.74940059018553,30.102317163924255,29.202317163924253,1
4.5,1.5063363166326986,3.751747405116422,3.5625917707887096,3.6794640437107042,5.465859034115249,4.1753817515978,48.07840791581747,1.0,48.08271775483668,1.0,0.0,0.0,33.575411088483726,1.0,0.0,0.0,0.0,0.0,47.094787121536655,1.0,18.101323880674524,0.43098390192082203,0.0,0.0,15.006859464883023,0.43098390192082203,0.0,0.0,0.0,0.0,2.995690160980792,58.01407439977022,21.592195350747946,86.0601910618393,21.65219535074795,84.39588837100118,60.00354484750042,76.33292385719973,59.9432071012315,68.13568375696131,71.72963217268357,23.32788551172874,1
1.8961731178962231,2.9335107589579166,4.477886863754559,4.293843584280504,3.1110814995666156,5.37515806157293,3.7067220969466996,95.56597330088148,1.0,95.58597330088148,1.0,0.0,0.0,34.798519110046286,1.0,0.0,0.0,0.0,0.0,49.187787016157785,1.0,0.0,0.0,0.0,0.0,31.41475879300702,1.0,0.0,0.0,101.2848757082441,1.0,2.98,35.35202999082539,27.687554038431973,90.12176373056731,27.754509113104483,86.66284523013394,29.526322828380792,62.797587320964226,29.410232977725812,74.57139750089128,30.766272843671803,29.866272843671805,1
3.806038089665594,4.7301904483279715,3.8091617348006235,3.57085701747587,2.9671807796334204,5.414818927810275,2.5123806040996377,95.6959428655016,1.0,95.7159428655016,1.0,0.0,0.0,35.246000585112604,1.0,0.0,0.0,0.0,0.0,50.47405713449839,1.0,37.03710430774593,1.0,0.0,0.0,6.253875462859542,0.19809551672028958,0.0,0.0,84.72704805091645,1.0,2.98,35.286038089665595,29.122266627659158,90.77931321579409,29.184247582826362,85.59811426899678,26.519541168675044,84.79778962917032,26.49576970666861,58.8262502158331,32.10217140349517,31.20217140349517,1
0.9775184978669648,3.2474445063991055,3.705327560377865,4.346569211648966,2.542918249303522,5.434598448154276,2.9293412784259365,98.00000180040917,1.0,98.02000180040916,1.0,0.0,0.0,35.40357697087759,1.0,0.0,0.0,0.0,0.0,49.120510738638345,1.0,0.0,0.0,0.0,0.0,25.373934325352714,1.0,23.32966785125321,0.9343078835103408,79.26954164791951,1.0,2.9706569211648968,34.048612166202346,27.615327560377864,89.02357517046842,27.685327560377864,86.71561992543097,23.153203412719954,60.59050713782001,22.8937141513583,86.03329720868865,30.561239850861934,29.661239850861932,1
3.1870634105089266,4.232922612812381,3.706946079095138,3.8259905103959353,3.5950209650180396,5.184993011660654,2.223213182354729,90.40074334124478,1.0,90.41187214807252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.30015926144986,1.0,36.60558812742404,1.0,0.0,0.0,31.99801897920813,1.0,0.0,0.0,0.0,0.0,2.98,38.078253642035705,27.291793805984618,69.86098352205659,27.25179380598462,85.94147528308488,25.000310064205284,84.1086420483289,24.879181257377525,68.11725062531617,43.14126563290449,28.66179380598462,1
2.952368507460066,5.2902287474396,4.536183356745495,3.149542505120801,2.9351152707043378,5.190153096282758,3.470612385131034,90.63709296459666,1.0,90.65709296459667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.43106808604116,1.0,38.15862572139333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,37.95763687444717,28.347022695347054,74.4150396195475,28.30702269534705,86.74229106233415,31.277175791629812,87.4557258618663,31.277175791629812,56.65260084283782,43.3459546093059,29.71702269534705,1
1.9456519411149897,5.314161789995013,3.8177008989049575,4.1233546248050255,3.0979510422100325,5.314037610735015,2.8250310448149993,97.34583821000498,1.0,97.365838210005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.84130566701506,1.0,0.0,0.0,35.36565194111499,1.0,0.0,0.0,30.804534327775006,1.0,0.0,0.0,64.76950149817493,1.0,2.97,34.399565372590004,30.29434805888501,69.2924800156298,30.24937910370001,85.9567677696699,19.964906865555,81.29875820740001,19.844906865555,67.21639701667497,32.74434805888501,31.84434805888501,1
3.489863381948317,0.8133928445554264,4.605413072301374,2.732128234928764,3.543454501208403,5.5,2.360698396381551,116.24718223852018,1.0,0.0,0.0,0.0,0.0,32.9590086264767,1.0,0.0,0.0,0.0,0.0,48.734086806021736,1.0,0.0,0.0,0.0,0.0,1.8895684034291662,0.08305795179908415,1.8870766648751918,0.08305795179908415,99.1175497449002,1.0,2.99,23.909830336164205,25.554454744562186,91.01029297714175,25.60611590359817,85.37126460962666,29.612978555485135,63.525247843380825,29.593875226571345,59.7620778816441,28.579504313238353,27.679504313238354,1
1.7200192370878797,3.358546809828668,3.4634418084369223,4.271433953083452,2.3536710483082928,5.5,4.070382333982814,119.98447419044969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28353719128473,1.0,0.0,0.0,34.97973228595287,1.0,0.0,0.0,29.43804985591017,1.0,0.0,0.0,58.648623758180186,1.0,2.99,21.75776290477516,28.24196938117771,71.27369028539617,28.20196938117771,85.04042080815857,18.56091776207707,80.56250480927197,18.45868066685223,70.21097467074912,30.66420647640255,29.764206476402553,1
2.9735055182880457,2.5965556446997637,4.134324557558985,3.921729823023594,3.485158887576878,5.5,4.407860657340936,92.8411979774125,1.0,92.8611979774125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.651745113770545,1.0,0.0,0.0,0.0,0.0,27.83265453560893,0.8694987358828158,0.0,0.0,99.21986238327743,1.0,2.98,36.80092607449961,29.118285467723357,72.28550724422453,29.076980455082186,85.13349022754109,30.490183488963428,61.499954127759146,30.38584364065749,71.17938503958966,31.775675442441013,30.875675442441015,1
4.21420602267458,2.706123933132179,4.385607607126296,3.5691600647845156,3.002989539102556,5.37,2.7538332822763345,111.2031293167519,1.0,0.0,0.0,0.0,0.0,18.325261150166927,0.5654199676077424,0.0,0.0,0.0,0.0,41.57115973646679,1.0,21.19194038593818,0.5654199676077424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,26.780141046968772,24.54967766010983,81.71569317630927,24.56925705784237,84.574301746413,30.3890215564546,75.54909824040155,30.3890215564546,56.74486339564923,39.221402853771146,26.074116645533312,1
2.8909576593563693,1.995745956138215,4.825774772348044,3.838845045530391,2.182367541358876,5.240563069129889,3.6143937065553664,115.22405674874855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76411438116821,1.0,2.99,24.494027932538717,30.332675682955866,75.74676124791424,30.332675682955866,68.0461405463647,30.333070273182347,62.808705382836806,30.333070273182347,58.7705098550658,32.618253160190676,31.71825316019067,1
1.9121035293535584,5.070493979192531,4.093852525885647,3.8032191003220537,2.7051075432252043,5.149860553628939,2.7874143252415404,97.67873314887281,1.0,97.69873314887282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45278892742124,1.0,0.0,0.0,35.425386435967326,1.0,0.0,0.0,30.77258567475846,1.0,0.0,0.0,65.18378871959392,1.0,2.97,34.22252186846674,30.06832664354726,70.57821086475147,30.028326643547256,86.51680456725322,19.78979674733722,81.02091231830572,19.671824636611433,67.13987238741656,32.518326643547255,31.618326643547256,1
4.525904646425378,4.3016720988134285,4.098914424289547,4.288969301904478,3.2473246418985156,5.17208883499851,2.878300462379107,89.96672098813428,1.0,89.97947866265815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1983827788015,1.0,0.0,0.0,0.0,0.0,33.29933116047463,1.0,0.0,0.0,0.0,0.0,2.98,38.31303206259853,27.366491169528352,73.10518608335818,27.326491169528353,86.2138758431149,32.53125536262835,62.25961070262239,32.40125536262835,70.95841537168207,43.91743955120148,28.740975820480593,1
4.784055370589782,3.98693365401646,3.658357997331125,4.607151313370672,2.335202860955536,5.254273029943993,2.8121365149719963,112.11498520160133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.28975274384844,1.0,35.97690405721911,1.0,0.0,0.0,31.48071217165733,1.0,0.0,0.0,0.0,0.0,2.99,26.26715131337067,27.77693365401646,71.15581576044805,27.75002959679735,79.87575656685335,22.53334319893245,82.79953508449422,22.41643914171334,67.493590455084,38.81024725615156,29.07693365401646,1
3.192748467523799,3.204871736767835,4.754703518741181,3.4397275822600513,2.104591373390077,5.387620204291634,3.6335657207436443,93.99925471073134,1.0,94.01925471073133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061698071542164,0.3405448354798969,36.550272417739954,1.0,0.0,0.0,19.928735071797515,0.6594551645201031,0.0,0.0,74.62423949927204,1.0,2.98,36.18642633361855,31.987620204291634,73.70951918283346,31.987620204291634,64.60379001144585,24.698012713020496,83.91768422260499,24.62547264492328,68.41567355192295,34.30356572074365,33.40356572074364,1
1.5021305705626835,3.2377991705099274,4.431915233232313,4.3463825905916424,3.279644144814852,5.420035129463694,3.8840412432467923,95.98081253821317,1.0,96.00081253821317,1.0,0.0,0.0,34.93205575108709,1.0,0.0,0.0,0.0,0.0,49.2173402072078,1.0,0.0,0.0,0.0,0.0,31.10390300566612,1.0,0.0,0.0,98.5834951337464,1.0,2.98,35.1320229018975,27.8933318131506,90.10315616583212,27.96138145045459,86.81280031064698,29.347909119449216,62.97819015515877,29.234008394057202,75.48754642344176,30.954537616286718,30.05453761628672,1
4.363097823898715,1.434030409048892,4.077950002013182,3.2141456498106127,3.7539869675504747,4.9741456498106125,2.315102168048557,91.83303044931253,1.0,91.85250653635659,1.0,0.0,0.0,33.052591609651245,0.9476087044051388,0.0,0.0,0.0,0.0,0.0,0.0,35.87676521459036,1.0,0.0,0.0,31.089339125533122,1.0,0.0,0.0,0.0,0.0,2.98,37.33558042716753,25.372708660115137,86.623880576143,25.46746953055565,61.091206508172036,23.017152166035373,83.44781304050225,22.897152166035376,69.30656087849324,40.8992021640222,26.752230400996165,1
1.149014846234181,2.3616436563605587,4.308826256899748,3.7562438140690912,2.111314925088447,5.44253503548442,3.1876525137994967,120.60882521684923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.16474133969673,1.0,35.861077888357265,1.0,0.0,0.0,29.908259448845932,1.0,3.8182276422574404,0.15962490143216723,91.54111177504679,1.0,2.9815962490143217,21.392723624818853,28.51253503548442,70.222958581449,28.47253503548442,85.478263609048,21.08389320771704,81.5045537904128,20.95154572151654,70.74117998340334,31.12220630421231,30.222206304212307,1
3.9590482038970283,4.634995010726125,4.348626036213253,4.1737684218658035,2.9252797820312253,5.2366437672702215,3.5014326834283334,86.45022605166352,1.0,86.46022605166351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.171167869218735,1.0,0.0,0.0,0.0,0.0,11.196392386543135,0.3356232729779117,0.0,0.0,0.0,0.0,2.98,40.139783926884235,27.70157007980701,74.20621162103869,27.66821384707723,86.60601550501843,35.27928308246337,62.72793905431988,35.23565205697624,63.922189515155964,44.93169749763793,29.074926312536785,1
4.558599145127555,4.123117395625752,3.901611312126353,4.290783107071686,3.5337802414094903,5.2407530417496995,2.912364353876052,88.6097594774241,1.0,88.6205275518348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.47390050269743,1.0,0.0,0.0,0.0,0.0,33.40915676228434,1.0,0.0,0.0,0.0,0.0,2.98,39.02627988923448,27.166957767679218,71.97409592729035,27.126957767679215,85.4937802414095,32.209171794945334,62.19759054814097,32.07917179494533,70.21483393637905,43.54069291110573,28.546189693268524,1
2.802236552206525,5.199207324755594,4.426104234624328,3.561800686695837,2.384048683832979,5.076998855506939,2.682247997137142,90.90260480687085,1.0,90.92025486409551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.502092961205141,0.2349942775346916,0.0,0.0,32.52270675250906,1.0,0.0,0.0,0.0,0.0,2.98,37.82339748211526,30.199207324755594,74.34942266096262,30.199207324755594,65.21456985695463,28.21523250360295,67.31472690977121,28.0875824463783,69.464558412024,41.31974513590448,31.389207324755596,1
1.7601709620090216,5.312422296228314,3.396984901700208,4.252422296228313,3.26354796333796,5.40885435387925,2.7860301965995835,97.4223112712526,1.0,97.4423112712526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4077286867696,1.0,0.0,0.0,35.25830150982998,1.0,0.0,0.0,30.890190941020123,1.0,0.0,0.0,64.02980905897988,1.0,2.97,34.356201158608606,30.262422296228312,67.35662299867106,30.214120786398336,84.79206039319916,19.840723806058293,81.36581927656836,19.722422296228313,66.81505551248785,32.71242229622831,31.812422296228313,1
1.201622994275068,3.4914128778496902,5.109957675754738,3.1510490773259523,2.1917343541281666,5.243972084796679,3.6736365004364484,97.70978988357463,1.0,97.72978988357463,1.0,0.0,0.0,34.45384661686183,1.0,0.0,0.0,0.0,0.0,49.93932883127954,1.0,33.27502116212263,1.0,0.0,0.0,24.13408344464978,1.0,24.09408344464978,1.0,77.21111961773472,1.0,2.9705174846220994,34.20295122363423,27.849860423983394,90.8811463290973,27.919860423983394,85.36275521529062,15.21628035587396,80.16124508566958,14.958350294362358,81.25709260541197,30.772965331715987,29.87296533171599,1
2.1607529447177383,2.906485641817748,3.9525353451993506,3.80712960192645,3.2464856418177477,5.352585787980323,3.384493371165154,118.12187518699646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.516602725473874,1.0,25.486323660875918,0.6953976442258095,0.0,0.0,0.0,0.0,0.0,0.0,70.5266314246654,1.0,2.99,22.827196242801605,28.21810051586226,70.85561376494546,28.178100515862262,86.43529675866387,26.3380158283945,77.27432954172491,26.3380158283945,55.30783210386321,30.693790869228387,29.79379086922839,1
1.1327739075101777,2.5432899130259363,4.1083873568089295,3.791225890962902,2.4714187632596856,5.46825810352134,3.072451781925804,120.57909724225607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21212915252413,1.0,36.53232252863822,1.0,0.0,0.0,22.82942944418646,0.7354841960111618,0.0,0.0,87.21104359882943,1.0,2.9826451580398885,21.409548117310738,28.527677471361788,69.51354892341841,28.48767747136179,85.40077400827363,22.843676665254105,82.091096133858,22.76277340369288,64.87303694844107,31.11212915252413,30.212129152524128,1
2.233479770515998,5.026847233011573,3.344702313544248,4.249238645191286,3.0806222098498965,5.5,3.03910446049932,93.27785012026582,1.0,93.29785012026584,1.0,0.0,0.0,25.326175420493165,0.7201073477535731,0.0,0.0,49.34032700352757,1.0,0.0,0.0,35.49144219880225,1.0,0.0,0.0,30.198396779567393,1.0,0.0,0.0,0.0,0.0,2.98,36.56706688878557,25.634487618037102,82.16410897623689,25.66649835281246,84.38383361098197,21.7026647418305,82.81214491946733,21.595463668352963,70.94747440312833,39.469023949684136,27.30253055713853,1
3.0528933979188375,5.022228091264916,4.941647298825778,4.284477311083528,2.6067159666252913,5.285554381747017,3.571689555933171,95.0233474190358,1.0,95.0433474190358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96675822373268,1.0,0.0,0.0,0.0,0.0,28.101900598682622,1.0,19.169335421708602,0.7222809126491562,80.86783505160867,1.0,2.98,35.64610348135561,30.58831044406683,74.63200624145111,30.54831044406683,87.94424489699287,26.11248139112176,61.87990492150836,25.862470826844913,81.23458319663952,33.11941920756086,32.21941920756086,1
1.3603593018218598,4.051917411133444,4.5308361014172895,3.126887185627407,1.4377266912952715,5.4859872289474705,4.017901235830339,97.59233716396737,1.0,97.61233716396737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.67155810931158,1.0,0.0,0.0,35.55850234170049,1.0,0.0,0.0,29.19503362975661,1.0,0.0,0.0,71.09483525546752,1.0,2.97,34.26275351255073,29.214012771052527,72.34005023826035,29.16437207287439,85.24089655242936,19.94089655242936,80.94137675627537,19.840537250607504,72.351782892107,31.69293486558695,30.79293486558695,1
3.6510339520418427,0.6560069998156477,4.745347567270468,2.741318865090361,3.461604481056395,5.484652432729533,2.5136716822225633,115.82910885594119,1.0,0.0,0.0,0.0,0.0,30.27308787117399,0.9269163463311081,0.0,0.0,0.0,0.0,48.698306615412974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.56830802124801,1.0,2.99,24.150926846054578,25.564669932268654,90.27859363721404,25.60809240343845,85.43928666300243,30.271693384587024,63.5539572981886,30.271693384587024,56.93065943254518,28.57105145158096,27.67105145158096,1
2.451643420334779,1.9688769663834293,4.141725680514933,3.069835479639692,2.5475894124065506,5.5,4.559397353101637,120.12791845312717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.92246602213632,1.0,0.0,0.0,34.974273962831404,1.0,0.0,0.0,29.43205472123555,1.0,0.0,0.0,69.51457082810984,1.0,2.99,21.67241058759345,27.109397353101638,71.17380722738775,27.06939735310164,84.60591738316619,18.553780401750483,80.56736945750337,18.445917383166186,70.25334227521243,29.580082260180152,28.680082260180153,1
2.9526062333445493,5.290199225924533,4.536200448148954,3.149601548150934,2.9352022814855867,5.190201262965235,3.4708050518609426,90.63638134070717,1.0,90.65638134070717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.430998166663365,1.0,38.15859930740616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,37.958009777795375,28.34699938888779,74.41520431852629,28.30699938888779,86.74240293333861,31.277200651853025,87.45580199629988,31.277200651853025,56.65321613336236,43.34600122222442,29.71699938888779,1
4.50619960495422,1.9960058672993999,3.488546967588855,3.493412919736142,3.889128180553313,5.5,3.7561252469036126,60.46196264581277,1.0,60.471962645812766,1.0,0.0,0.0,32.837652637365366,1.0,0.0,0.0,0.0,0.0,47.558040112675,1.0,41.9459471943054,1.0,0.0,0.0,34.78473974682288,1.0,0.0,0.0,0.0,0.0,2.9899031311725905,52.7669247419159,22.114165359578614,87.781959887325,22.174165359578616,84.08953816663976,45.134541217064076,93.77051571425027,44.994831823546306,77.82463605227528,64.01562928494239,23.844359097233436,1
4.321875300003282,2.119488292723514,4.895909221819614,4.382159581823551,3.3294892527340147,5.5,4.148920689093474,93.1243182036366,1.0,93.1443182036366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.167593792510221,0.14204490908494283,0.0,0.0,31.953069283648418,1.0,0.0,0.0,83.46914907456018,1.0,2.98,36.6528408981817,31.77397706545228,74.18659149818826,31.77397706545228,63.70676110726993,29.301026294584474,65.917886714425,29.18244674367532,72.57829526908888,34.13255661636143,33.23255661636143,1
3.1342195086559843,0.9947240564473769,5.197964370108074,4.097715211677663,2.766106889675778,5.383014824887213,4.063643951893812,115.47540052276783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.12941821230726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.514246901112774,0.2688426555450828,0.0,0.0,92.46547776266918,1.0,2.99,24.352136539450203,27.266332378449263,75.11856982745773,27.23364395189381,88.12814875049828,29.469175284807417,63.3200299005875,29.436914166142007,63.95242057533333,29.859020805004715,28.959020805004712,1
